Name,Category,SubCategory,Price,Oz,Description,ImageURL
Fleur de Sel Caramel Sauce,Food,"Honeys, Syrups & Nectars",$3.79 ,/10 Oz,"What�s rich, sweet and salty, and tastes great atop just about everything�introducing Trader Jacques Fleur de Sel Caramel Sauce. Drizzle over brownies, cheesecake and gingerbread. Make it the secret ingredient in your holiday cookie recipe. Dip crisp apple slices into it. And of course, pour it over ice cream and profiteroles. Trader Jacques Fleur de Sel Caramel Sauce makes life just a little richer and sweeter. Yum!",https://drive.google.com/file/d/1jGTeQIv0lQY0m6Mk_6UXXh3GiFVVhqr2/
Whole Grain Dijon Mustard,Food,Condiments,$1.99 ,/12.3 Oz,"Made for us by a suppler in France, Trader Joe�s Whole Grain Dijon Mustard builds on the classic Dijon profile by going all in on whole mustard seeds, giving every bite a nice, textural pop to go along with its charming, rustic tanginess.
Lightly spicy and superbly spreadable, our Whole Grain Dijon Mustard can be used in pretty much any sandwich situation you can think of: it�s a hit with hamburgers, a coup with cold cuts, and even goes great with grilled cheese. You can also use it as a dip for soft pretzels, cocktail wieners, or chicken tenders. But that�s just the start: it can be mixed into salad dressings, casseroles, roasted vegetables, and all other sorts of savory fare. Put a spoonful into your next dish of baked macaroni and cheese �you might be surprised how many levels this Dijon works on.",https://drive.google.com/file/d/1aIsSdtPlvbQMqy4bcBegCanu45tSsvK8/
Dijon Mustard,Food,Condiments,$1.69 ,/13 Oz,"Dijon mustard is a ubiquitous condiment, yet none of the options we�ve seen in other stores even comes close to matching the value presented by Trader Joe�s Dijon Mustard with White Wine. Ours is a real Dijon mustard, crafted by a moutardier in the French countryside just outside of the city of Dijon. Ingredients in true Dijon Mustard are subject to strict regulation � ours passes muster(d) in every way. It�s a richly-flavored, pungent Mustard made with brown mustard seeds, vinegar, white wine, water, and citric acid for freshness. If you�re a fan of this type of sharp Mustard, you owe it to yourself to try Trader Joe�s Dijon Mustard � on hot dogs and sausages, burgers and cold sandwiches, in salad dressings and marinades.",https://drive.google.com/file/d/1AooFVKL3Jqlfe7xZkHRYC6-os8tWvIpM/
Bananas,Food,Fruits,$0.19 ,/1 Each,"Almost 25 years ago, our Top Banana (a.k.a. our CEO)�came across a long-time customer in our Sun City, Arizona store. After observing her pass on a pre-packaged bunch of bananas, he said, �Excuse me, ma�am, but why aren�t you buying those bananas?�
With the confidence of a customer who�d been around the banana-block, she shared with him that it would make her life much easier if we sold bananas individually, rather than in pre-packaged bunches. At her age, she explained, she wanted to take life one banana at a time. Well, we listened, and that�s why Trader Joe�s sells bananas one banana at a time. (You can hear him tell this story on the very first of episode of the Inside Trader Joe's Podcast.)
Back then, we thought 19� was a fair price for one banana. Decades later, Bananas are still only 19� each, every day, in every store. Heck, if you�re feeling really wild, you can buy a big bunch of five beautiful bananas for less than a buck!",https://drive.google.com/file/d/1KJAEhxgVuj3HCRl0QPiOesQbLWOOB0Of/
Organic Tricolor Spaghetti,Food,Pastas & Grains,$2.49 ,/16 Oz,"Trader Joe�s Organic Tricolor Spaghetti is made from organic semolina in three distinct shades: traditional �pasta yellow,� bold orange-red (courtesy of organic tomato powder), and olive green (courtesy of organic spinach powder). Once cooked, it offers all the same toothsome, sauce-holding texture as our Spaghetti, just with a distinctly polychromatic flair.
Use Trader Joe�s Organic Tricolor Spaghetti for any situation that calls for spaghetti: it�ll turn heads when topped with tomato sauce and meatballs, bedazzle when bedecked with a fiery fra diavolo sauce, and captivate when covered with Cacio E Pepe Sauce. Since it offers such a spectacle, however, we particularly like it for applications where it will get a chance to truly shine, like a refreshing cold pasta dish, or tossed with a sauce packed with visually complementary veggies, like zucchini, squash, and sundried tomatoes.",https://drive.google.com/file/d/1_YIQvz3bjd5F2ZX7FESuI-V6vrP7W8sh/
Turkey Stock,Food,"Soup, Chili & Meals",$2.49 ,/32 Fl Oz,"Pop quiz� what�s the difference between broth and stock? The unsatisfying answer is that many in the culinary world use the words interchangeably. The Trader Joe�s answer is that broth is lighter, generally the result of meat/poultry simmered in water for a period of time; while stock is rich and more robust, the product of meat, bones, and veggies cooking for a longer period of time. Trader Joe�s Turkey Stock is an excellent example of this flavorful definition, and it will enhance all your holiday recipes calling for either �stock or broth.� Stuffing? Mashed potatoes? Gravy? Bird basting? Leftovers Turkey Soup? Our Turkey Stock has you covered. We also have you covered on value, our stock in trade.",https://drive.google.com/file/d/1yd2-UDFjhZSSqC_rha5iFB7mSsjXgMQP/
Gourmet Fried Onion Pieces,Food,For Baking & Cooking,$2.99 ,/8 Oz,"A perfect holiday green bean casserole has three essential elements: first, there�s the crisp, flavorful green beans. Second, the rich, creamy sauce that those beautiful beans are smothered in. Last but not least, there�s the crown of gloriously golden Trader Joe�s Gourmet Fried Onion Pieces. A customer favorite, they�re made for us by a supplier in Holland, who breads and fries their Dutch yellow onions in vegetable oil until they achieve that perfect crispy, crunchy, melt-in-your-mouth texture and super savory flavor.
While we obviously stand by their utility as a casserole topper, we can also name a myriad of equally tasty applications�trust us, sprinkling a handful over a burger, a hot dog, or a leftover-turkey sandwich is an absolute game-changer.",https://drive.google.com/file/d/1AZ9shMdacuTgA9RPMgzV6bWzlloDi1_j/
Breaded Turkey-less Stuffed Roast,Food,Entr�es & Sides,$12.99 ,/2.5 Lb,"Turkey may be the mascot of Thanksgiving, but it�s not going to be on everyone�s menu. That doesn�t mean that vegans, vegetarians, flexitarians, or even just folks who want to give this busy bird a break should be left of out of the tradition. And so we proudly offer Trader Joe�s Breaded Turkey-less Stuffed Roast, a totally vegan, superbly savory, plant-based entre� that even comes with its own vegan gravy!
Made mostly from wheat gluten, our vegan Roast is first stuffed with wild rice, cranberries, celery and onions. Then, our supplier coats it in a crisp, delicious breading seasoned with herbs and red pepper flakes, infusing each bite with terrifically tempting texture and taste. Simply heat it up, slice it into medallions, and serve with a side of steaming hot gravy, et voil��a vegan holiday masterpiece is yours for the eating!",https://drive.google.com/file/d/1HSjnXfMm4M7cPYirbqLuP1zkWup_vg3b/
Scallopini Potatoes,Food,Entr�es & Sides,$3.99 ,/18 Oz,"We�ve looked over the numbers. We�ve run and re-run experiments and simulations. Every time, we come to the same conclusion: every meal, even a meal as big as Thanksgiving dinner, can be improved by adding cheesy potatoes. That�s why we�re such big fans of frozen side dishes like our new Scallopini Potatoes. They�re made for us by an Italian supplier, who slices the potatoes nice and thin, and then covers them, layer by layer, in a super creamy sauce made with a blend of four Italian cheeses. The result is everything you could ask for in a side dish: moist, easy-textured potatoes, rich, savory cream sauce, and gooey, delicious cheese.
They�re also super easy to prepare: just 45 to 50 minutes at 350� in the oven (or 11 minutes in the microwave) are all that separates you and an officially cheesy-potato-fied meal. Whether you need an extra side for the holiday table, family feast, or even just a quick weekend dinner, Trader Joe�s Scallopini Potatoes are the logical choice�trust us, we�ve done the research",https://drive.google.com/file/d/1joo34kjbaxtGub3xJDhSUqvryHeJWwxA/
Everything But The Leftovers Seasoning Blend,Food,Spices,$2.99 ,/2.6 Oz,"When it comes to holiday meals, there are certain flavors so iconic, one taste elicits the whole eating experience. Gravy is one of those tastes. So is stuffing. To create Trader Joe�s Everything but the Leftovers, we�ve distilled the essence of a stellar stuffing and a great gravy down to a shake-able�and vegan�Seasoning Blend so you can add these holiday flavors to anything!
We selected savory herbs and spices including dehydrated onion, sea salt, black pepper, turmeric powder, dried celery seed, ground sage, rosemary powder, dried thyme, and dried parsley. If there are any �secret� ingredients, you might say it�s the combination of two different yeasts (baker�s and torula), which add umami essence, and bump up the �savory� even that much more!
Shake this Seasoning on eggs, roasted vegetables, sandwiches, popcorn� even meat! Come to think of it, if your actual Thanksgiving gravy ends up not tasting gravy-ish, or your stuffing is not stuffing-ish enough, you can culinary course correct with just a few shakes!",https://drive.google.com/file/d/1FKqCp_rBGsBfNaMLBBrT4-EJ44rlxDjV/
Truffle Salami,Food,"Beef, Pork & Lamb",$4.99 ,/5 Oz,"It all starts in the beautiful Italian region of Umbria, where truffle hunters roam the hills with their trained dogs, who sniff out these lumpy mushrooms when they�re ripe, one at a time, as they have for centuries. The black summer truffles (or tartufi in Italian) are harvested May through September.
Working with one of Italy�s oldest family-owned salumeria, who now has manufacturing capabilities in both Italy and California; we marry these gastronomic gems with all pork salami. Overseen by an esteemed salumiere from Como, Italy, the pork is seasoned simply with salt, pepper and garlic, and then infused with the black summer truffles. Stuffed into casing, the Truffle Salami is air dried in a delicate process that takes 3-4 weeks. The result is firm, deep ruby-hued salami with an unforgettable bite: it�s rich and salty, a tiny bit sweet, with earthy notes of garlic and chocolate, imparted by the truffles. Some might audibly groan. Some might do a little dance. Others might relish in silence. It�s glorious.
Slice thin on the bias and pair with your favorite cheese and glass of Cabernet. It�s also amazing chopped or slivered and added to a favorite pasta or risotto dish.",https://drive.google.com/file/d/1hAHiNjZPvn2a0-o57qr3uXz8zITear36/
